TimeStep,CellLifeId,label,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1,1,1,-1.48471939950199,73.0859706725988,31.0037023319043,30,8.45981839823647,0,5,6,0.083,-0.056
1,2,2,1.27849314789939,75.5212086323,59.6440792358945,29,9.06095095165095,0,3,4,0.066,0.93
2,1,1,-1.38125451118247,72.0247040684729,33.1952729398085,34,8.38149208485034,0,5,6,0.038,-1.19
2,2,2,1.33562824879358,74.3012872122815,63.3295096607342,32,9.26263699862893,0,3,4,0.04,-2.129
3,1,1,-1.35492648227572,71.343889028056,30.3258019422758,36,8.33401116002523,0,5,6,0.07,1.383
3,2,2,1.42528632096205,74.2758518721918,58.3174955970209,34,8.99971480206562,0,3,4,0.056,1.381
4,1,1,-1.36040235122235,70.036793914662,37.820896493233,40,8.15133501170177,0,5,6,0.0,-0.311
4,2,2,1.53661862343076,73.8505840008519,62.1241710498358,37,9.05891023752718,0,3,4,0.018,-0.662
5,1,1,-1.36340770177749,69.645191159684,37.5643806469149,40,8.40752606244247,0,5,6,0.093,-0.377
5,2,2,1.5620860156511,73.9500379345203,60.448710201003,38,8.95968004950583,0,3,4,0.098,-0.491
6,1,1,-1.36189786146346,68.3373824386341,38.7617400528765,46,8.06596376934511,0,5,6,0.014,0.711
6,2,2,-1.54405914823949,75.1567339930382,57.7403574170654,44,8.62731678713853,0,3,4,,
7,1,1,-1.37594123428086,67.8630865030417,41.6621120766406,47,7.98439661123337,0,5,6,,
7,3,2,-1.3709885874375,75.8485332769046,47.8591356934266,25,7.90579667094602,2,13,14,0.076,-2.105
7,4,2,1.36321631483974,73.6814674791432,71.9460924686292,23,8.69533908182424,2,11,12,0.028,-1.318
8,3,2,-1.41335052269459,75.370611614063,42.5007670663431,28,7.96456108560458,2,13,14,0.0,0.574
8,4,2,1.44317154240613,73.7281329945563,69.0372786058697,24,8.61621213484086,2,11,12,0.053,1.138
8,5,1,-1.33361067564068,68.9689664521023,29.8205128923067,27,7.53852390271297,1,7,8,0.024,1.02
